filename,duration_sec,mean_L,median_L,std_L,min_L,max_L,range_L,skew_L,kurtosis_L,delta_L_std,mean_f1,median_f1,std_f1,min_f1,max_f1,range_f1,skew_f1,kurtosis_f1,mean_f2,median_f2,std_f2,min_f2,max_f2,range_f2,skew_f2,kurtosis_f2,mean_f2_f1,std_f2_f1
common_voice_en_38240686.mp3,2.0200,27.8961,27.3864,15.0104,7.2069,91.2880,84.0811,1.5615,3.8750,14.1141,407.0450,313.1115,236.0242,93.9335,1189.8239,1095.8904,1.3467,1.0981,7541.4931,6324.8532,3470.8016,2129.1585,14465.7534,12336.5949,0.7364,-0.4612,25.0924,18.6604
common_voice_en_31961555.mp3,1.6200,19.9271,18.2576,11.1306,9.1288,91.2880,82.1592,3.4093,14.3004,12.3263,502.3314,469.6673,159.9345,93.9335,939.3346,845.4012,0.0497,0.3766,6921.1181,6778.8650,2653.4214,1784.7358,14465.7534,12681.0176,0.6341,0.7513,16.9221,14.1693
common_voice_en_16237.mp3,0.2200,43.3876,45.6440,23.5902,10.1431,91.2880,81.1449,0.4009,-0.8053,22.8468,286.0701,187.8669,189.4132,93.9335,845.4012,751.4677,1.2559,1.1557,13144.2804,12751.4677,5425.1666,3616.4384,21651.6634,18035.2250,-0.1487,-0.9439,68.7396,47.3395
common_voice_en_32814491.mp3,2.6300,22.8262,18.2576,17.4821,7.4017,91.2880,83.8863,2.4120,5.7867,14.5639,518.0032,469.6673,240.1352,93.9335,1158.5127,1064.5793,0.3641,-0.3966,7508.6054,6387.4755,4524.3421,1816.0470,14434.4423,12618.3953,0.1867,-1.4772,17.3296,15.7235
common_voice_en_32359789.mp3,1.9700,24.4127,19.5617,14.1408,8.0548,91.2880,83.2332,1.9755,4.9371,15.4417,442.9654,438.3562,187.6911,93.9335,1064.5793,970.6458,0.3615,-0.0870,5664.2991,4947.1624,3573.6206,1534.2466,14465.7534,12931.5068,1.4003,0.8428,16.1182,16.0122
common_voice_en_32260107.mp3,2.6300,21.4349,18.2576,13.0004,7.4017,91.2880,83.8863,2.4351,7.7068,11.6319,505.1454,469.6673,215.9513,93.9335,1158.5127,1064.5793,0.5134,0.0766,6321.2816,5009.7847,3582.7385,1252.4462,14465.7534,13213.3072,0.9395,-0.2908,15.7383,14.7537
common_voice_en_32639213.mp3,1.6100,26.0475,24.8967,15.2034,7.2069,91.2880,84.0811,1.3961,3.2954,13.0446,470.6397,344.4227,305.9789,93.9335,1189.8239,1095.8904,1.1367,-0.0328,7908.4975,8266.1448,4055.5957,1784.7358,14465.7534,12681.0176,0.1327,-1.2372,24.6963,21.8090
common_voice_en_37267731.mp3,4.0200,26.4603,22.8220,14.7088,7.2069,91.2880,84.0811,2.0886,5.2685,13.7560,402.9169,375.7339,177.2053,93.9335,1189.8239,1095.8904,0.9046,1.1586,5277.1758,5385.5186,2526.2807,1659.4912,14497.0646,12837.5734,1.4924,3.0887,17.0703,16.1801
common_voice_en_32377102.mp3,4.6500,23.6513,22.8220,10.1716,7.2069,91.2880,84.0811,2.8693,13.5289,8.1300,412.6339,375.7339,146.4899,93.9335,1189.8239,1095.8904,1.3658,4.5969,8695.2760,8579.2564,4433.0951,1972.6027,14465.7534,12493.1507,0.0091,-1.5877,22.7215,13.7809
common_voice_en_32870453.mp3,2.6100,26.5360,22.8220,19.2555,7.2069,91.2880,84.0811,1.4949,2.1412,15.5384,507.9365,375.7339,322.6773,93.9335,1189.8239,1095.8904,0.7130,-0.7326,7229.9975,6043.0528,3442.2218,2285.7143,14497.0646,12211.3503,0.6450,-0.5933,24.2413,26.7968
common_voice_en_35745529.mp3,0.4600,40.4507,34.2330,22.3278,7.2069,91.2880,84.0811,0.7610,0.0631,23.8351,315.8343,250.4892,254.6934,93.9335,1189.8239,1095.8904,2.1720,4.3706,6435.8036,6653.6204,1593.6184,2755.3816,9643.8356,6888.4540,-0.5367,0.2390,31.2983,21.8589
common_voice_en_38743375.mp3,1.2800,25.6067,20.3141,16.9700,7.2069,91.2880,84.0811,1.9149,4.1217,17.4450,466.7319,422.7006,260.1029,93.9335,1189.8239,1095.8904,0.9628,0.2672,5282.2896,5025.4403,2906.4859,1722.1135,14465.7534,12743.6399,1.3367,1.7280,14.4992,10.4303
common_voice_en_31466195.mp3,2.8300,24.4274,19.5617,16.6377,7.2069,91.2880,84.0811,1.7507,3.3362,12.3478,503.1913,438.3562,285.6440,93.9335,1189.8239,1095.8904,0.8060,-0.2430,5412.2935,5166.3405,2045.3109,2035.2250,14465.7534,12430.5284,1.3870,4.3940,15.8486,16.2075
common_voice_en_9445.mp3,1.1900,21.6461,18.2576,10.7167,7.3030,60.8587,53.5556,1.2012,1.1919,9.2341,496.5055,469.6673,244.3554,140.9002,1174.1683,1033.2681,1.1519,0.8673,11686.0333,9299.4129,6445.7785,2677.1037,21651.6634,18974.5597,0.3034,-1.3043,29.8632,21.1902
common_voice_en_19277737.mp3,1.5000,27.8296,21.5541,17.9562,8.2989,91.2880,82.9891,1.8984,3.8843,19.5748,412.9941,399.2172,201.1212,93.9335,1033.2681,939.3346,0.6583,0.3917,14382.7789,17072.4070,6532.0451,2864.9706,21698.6301,18833.6595,-0.4650,-1.3449,46.9191,38.0547
common_voice_en_34983014.mp3,2.5800,24.6376,17.1165,19.5955,7.2069,91.2880,84.0811,1.8049,3.1712,17.9697,553.1637,500.9785,330.9377,93.9335,1189.8239,1095.8904,0.4934,-1.0188,6212.2302,4790.6067,3473.5685,970.6458,14434.4423,13463.7965,0.9610,-0.2873,19.4931,24.5762
common_voice_en_36735413.mp3,1.0100,22.1294,16.1097,14.9698,7.4017,91.2880,83.8863,2.0806,4.7937,14.7316,519.8892,532.2896,242.2580,93.9335,1158.5127,1064.5793,0.4404,-0.1946,5383.3485,4821.9178,2231.4977,2317.0254,13839.5303,11522.5049,1.4797,1.9650,13.6517,11.6925
common_voice_en_49206.mp3,2.1500,21.1171,16.5978,16.4629,7.3030,91.2880,83.9850,2.8550,8.6759,16.5810,548.5277,516.6341,245.0083,93.9335,1174.1683,1080.2348,0.4863,0.1427,13357.1201,14700.5871,6338.0183,3475.5382,21698.6301,18223.0920,-0.1203,-1.5678,32.2734,28.7919
common_voice_en_33382675.mp3,5.0000,14.8294,13.6932,6.0345,7.4017,54.7728,47.3711,3.1782,14.8146,4.7245,640.1252,626.2231,179.1449,156.5558,1158.5127,1001.9569,0.1241,0.3403,5585.5969,2802.3483,4117.6092,1534.2466,14465.7534,12931.5068,1.0108,-0.3885,9.6751,8.0036
common_voice_en_26068.mp3,0.1700,30.3889,26.0823,12.5056,11.4110,60.8587,49.4477,1.4278,1.5178,12.5364,326.0044,328.7671,130.3479,140.9002,751.4677,610.5675,1.6954,4.2075,13661.7935,14841.4873,6810.9646,2536.2035,21557.7299,19021.5264,-0.5663,-1.0218,52.0473,42.5969
common_voice_en_101476.mp3,0.3800,29.1390,28.2558,15.0801,7.3030,91.2880,83.9850,1.8337,5.6954,17.2129,389.3295,305.2838,251.2906,93.9335,1174.1683,1080.2348,1.8723,2.5867,7785.3538,8313.1115,1416.6620,3898.2387,9205.4795,5307.2407,-1.8486,1.9717,27.7179,15.9250
common_voice_en_32886792.mp3,3.4500,20.6665,15.2147,15.9938,7.2069,91.2880,84.0811,2.8116,8.5873,18.0748,559.1537,563.6008,239.7306,93.9335,1189.8239,1095.8904,0.1172,-0.4290,6457.9937,5604.6967,3958.8771,1596.8689,14465.7534,12868.8845,0.7773,-0.7119,15.1619,16.7649
common_voice_en_24379.mp3,0.6500,26.6465,20.2862,16.6516,7.6073,91.2880,83.6807,2.1092,5.0596,16.9685,422.7006,422.7006,213.0893,93.9335,1127.2016,1033.2681,1.2513,2.1593,9291.4647,8594.9119,5686.1808,3146.7710,21651.6634,18504.8924,0.9522,-0.1162,29.7258,25.5011
common_voice_en_30406470.mp3,1.1600,31.4117,30.4293,18.3736,7.8247,91.2880,83.4633,1.7210,3.5164,18.6050,372.7647,281.8004,229.7942,93.9335,1095.8904,1001.9569,1.5349,1.8458,6398.2725,5275.9295,4081.4898,1440.3131,14465.7534,13025.4403,0.9401,-0.4926,23.8966,23.1688
common_voice_en_32372059.mp3,1.4500,36.6444,34.2330,21.3165,7.2069,91.2880,84.0811,0.9163,0.3315,18.9376,347.0140,250.4892,255.0765,93.9335,1189.8239,1095.8904,1.7147,2.3219,6159.0121,5510.7632,3380.4431,2442.2701,14434.4423,11992.1722,1.0461,0.0940,28.8614,27.7645
common_voice_en_16271.mp3,0.2600,27.8543,16.5978,22.9164,7.9381,91.2880,83.3499,1.0658,0.1507,16.2964,563.6008,516.6341,359.1083,93.9335,1080.2348,986.3014,0.1404,-1.5606,8249.8871,4931.5068,5142.9675,3193.7378,19115.4599,15921.7221,1.0064,-0.6301,35.7904,42.7784
common_voice_en_37002503.mp3,2.8500,29.5530,24.8967,20.8367,7.2069,91.2880,84.0811,1.4413,1.8982,19.4900,446.8157,344.4227,273.6327,93.9335,1189.8239,1095.8904,0.5556,-1.0847,6893.7275,5823.8748,3943.9488,1315.0685,14465.7534,13150.6849,0.4262,-1.1276,22.8755,23.4368
common_voice_en_32639172.mp3,2.5500,19.9201,17.1165,11.5288,7.2069,68.4660,61.2591,2.2410,6.2402,9.6595,545.0597,500.9785,253.2945,125.2446,1189.8239,1064.5793,0.8985,0.4188,7576.5627,6011.7417,4278.5301,2160.4697,14465.7534,12305.2838,0.3368,-1.3442,17.7023,14.4043
common_voice_en_7993.mp3,0.9500,34.2166,26.0823,22.8552,7.3030,91.2880,83.9850,1.3859,1.0595,27.8294,370.2956,328.7671,249.3513,93.9335,1174.1683,1080.2348,1.7837,3.2504,12684.9727,11084.1487,5507.1801,2818.0039,21651.6634,18833.6595,0.2236,-1.0726,50.4260,43.3358
common_voice_en_32886863.mp3,4.0400,20.2502,17.1165,12.2000,7.2069,91.2880,84.0811,2.7878,11.2418,11.9042,530.5846,500.9785,224.4989,93.9335,1189.8239,1095.8904,0.4875,-0.2111,7522.1949,5996.0861,4249.5986,1409.0020,14465.7534,13056.7515,0.3338,-1.3079,17.9264,17.0130
common_voice_en_37570291.mp3,1.4600,26.7844,21.0665,14.7020,7.8247,91.2880,83.4633,1.9711,4.8501,15.0846,401.0401,407.0450,187.5920,93.9335,1095.8904,1001.9569,1.2815,2.5944,6783.5831,6058.7084,4148.8726,1941.2916,14465.7534,12524.4618,0.5964,-0.9300,22.5847,20.1142
common_voice_en_25715058.mp3,0.8000,19.0834,17.1165,14.9895,7.2069,91.2880,84.0811,2.9785,11.1849,15.3838,644.6184,500.9785,337.2567,93.9335,1189.8239,1095.8904,0.3611,-1.2915,7690.0196,7170.2544,3316.4692,2692.7593,14465.7534,11772.9941,0.4894,-0.7794,16.1085,12.8328
common_voice_en_33342764.mp3,1.6100,29.3445,30.4293,19.4911,7.2069,91.2880,84.0811,0.8316,0.3785,15.4205,490.2821,281.8004,351.9534,93.9335,1189.8239,1095.8904,0.6950,-1.0885,6154.2950,4821.9178,3423.2974,1784.7358,14434.4423,12649.7065,0.8039,-0.5217,21.8220,22.4095
common_voice_en_13651.mp3,0.2600,32.6134,30.4293,19.9381,7.6073,91.2880,83.6807,0.9318,0.8352,22.2934,413.6685,281.8004,307.4353,93.9335,1127.2016,1033.2681,1.1324,-0.1789,14621.1049,17166.3405,7098.0125,3804.3053,21651.6634,17847.3581,-0.5070,-1.4410,63.2734,44.1018
common_voice_en_26047.mp3,0.8000,17.6361,14.0443,10.7744,7.3030,60.8587,53.5556,2.2971,5.5350,11.2102,609.9804,610.5675,250.7880,140.9002,1174.1683,1033.2681,0.4508,0.0112,9937.5734,10450.0978,3333.6430,5682.9746,21416.8297,15733.8552,0.8433,1.0916,20.6747,15.4362
common_voice_en_34386698.mp3,1.1700,35.9055,30.4293,17.2137,9.4436,91.2880,81.8444,1.3653,1.8779,18.2718,292.5051,281.8004,138.2913,93.9335,908.0235,814.0900,1.6230,4.4274,7769.4482,6825.8317,3299.6727,2442.2701,14465.7534,12023.4834,0.4544,-0.4648,33.0394,22.5147
common_voice_en_32260132.mp3,2.2400,20.5018,17.1165,12.2754,7.4017,91.2880,83.8863,2.1353,6.6582,11.2413,541.2357,500.9785,251.3589,93.9335,1158.5127,1064.5793,0.4740,-0.7512,6518.5910,4978.4736,4028.3234,1471.6243,14465.7534,12994.1292,0.9036,-0.5846,16.2882,16.0923
common_voice_en_30453370.mp3,1.6200,24.1526,18.9097,18.5599,7.2069,91.2880,84.0811,1.6938,3.3351,19.8723,570.5588,454.0117,342.3961,93.9335,1189.8239,1095.8904,0.2666,-1.4894,6213.1381,4915.8513,3679.5272,2254.4031,14465.7534,12211.3503,1.0083,-0.2963,17.6782,17.7713
common_voice_en_20475117.mp3,0.7500,21.9995,18.2576,13.1514,7.3030,91.2880,83.9850,2.8093,9.8892,16.9425,477.1820,469.6673,184.8748,93.9335,1174.1683,1080.2348,0.6361,1.7871,10358.3562,9628.1800,3736.9647,4602.7397,21510.7632,16908.0235,1.8292,3.0420,25.2255,14.9745
common_voice_en_37267730.mp3,3.8800,24.3883,21.0665,14.4232,7.2069,91.2880,84.0811,2.3917,7.0485,14.4467,442.7946,407.0450,198.6865,93.9335,1189.8239,1095.8904,0.9470,1.3245,5956.5437,5855.1859,2805.5723,1816.0470,14465.7534,12649.7065,1.3609,2.1560,16.5860,13.2426
common_voice_en_32914530.mp3,3.2300,18.0559,16.1097,10.4717,7.4017,91.2880,83.8863,3.2667,16.3211,10.8165,580.3712,532.2896,231.7344,93.9335,1158.5127,1064.5793,0.4114,-0.5058,5777.9259,3538.1605,3886.8986,1534.2466,14434.4423,12900.1957,1.0445,-0.3018,11.7293,11.7092
common_voice_en_32389000.mp3,2.6900,24.5745,22.8220,13.4197,7.2069,91.2880,84.0811,1.9495,6.3081,13.1217,450.5780,375.7339,234.2491,93.9335,1189.8239,1095.8904,1.0336,0.2854,4856.0225,3037.1820,3688.5706,1440.3131,14465.7534,13025.4403,1.7262,1.4499,15.4190,19.1362
common_voice_en_32259213.mp3,0.9900,14.5776,9.7809,12.7262,7.4017,91.2880,83.8863,3.6271,15.3634,14.8737,779.9324,876.7123,269.1314,93.9335,1158.5127,1064.5793,-0.9710,-0.1612,4333.5903,3037.1820,2393.8499,1565.5577,9988.2583,8422.7006,1.2035,0.1698,7.1245,6.5043
common_voice_en_71811.mp3,0.7100,19.2176,15.2147,13.5823,7.3030,60.8587,53.5556,1.7882,2.6793,11.3207,625.7821,563.6008,309.2172,140.9002,1174.1683,1033.2681,0.2626,-1.0261,9615.6115,6434.4423,6633.9548,2818.0039,21651.6634,18833.6595,0.6907,-1.1181,23.1611,29.6886
common_voice_en_38039398.mp3,2.3500,23.1975,17.1165,14.4398,7.2069,91.2880,84.0811,1.4110,2.0682,11.9471,500.8452,500.9785,241.6476,93.9335,1189.8239,1095.8904,0.2429,-0.8811,7538.3936,5792.5636,4110.9435,1690.8023,14465.7534,12774.9511,0.3314,-1.2726,20.4020,18.9914
common_voice_en_32237730.mp3,1.3400,29.9996,27.3864,17.8103,7.2069,91.2880,84.0811,1.7306,3.9280,22.2456,402.1380,313.1115,269.4263,93.9335,1189.8239,1095.8904,1.6186,1.7470,5960.8026,5949.1194,3590.2416,1816.0470,14465.7534,12649.7065,0.7376,-0.5349,21.0364,21.2156
common_voice_en_41082930.mp3,1.8400,34.0322,30.4293,19.2377,7.2069,91.2880,84.0811,0.9840,0.9541,18.8979,358.2064,281.8004,233.7345,93.9335,1189.8239,1095.8904,1.3806,1.4867,7563.6859,7045.0098,4166.1573,1753.4247,14434.4423,12681.0176,0.2622,-1.2742,29.4610,27.3096
common_voice_en_20286333.mp3,1.5200,20.0148,15.2147,16.1466,7.3030,91.2880,83.9850,2.3536,6.4140,17.6166,633.4329,563.6008,322.2574,93.9335,1174.1683,1080.2348,0.1196,-1.2961,11102.0702,8571.4286,6675.3201,2958.9041,21698.6301,18739.7260,0.3951,-1.4792,26.0765,29.4294
common_voice_en_30531464.mp3,3.6400,25.5801,21.0665,14.6423,7.4017,91.2880,83.8863,2.0729,4.9016,13.2064,421.6684,407.0450,193.6878,93.9335,1158.5127,1064.5793,1.1758,2.2175,6589.2776,6387.4755,2910.9558,2223.0920,14465.7534,12242.6614,0.5213,0.0144,19.9067,16.2344
common_voice_en_30531453.mp3,3.8600,24.3133,21.0665,14.0201,7.2069,91.2880,84.0811,1.8016,4.6796,12.3118,460.0144,407.0450,231.4775,93.9335,1189.8239,1095.8904,0.9749,0.8270,7359.3381,6637.9648,3001.4435,2442.2701,14465.7534,12023.4834,0.3885,-0.7718,20.9182,15.8911
common_voice_en_26194.mp3,0.9200,32.0589,26.0823,22.6582,7.9381,91.2880,83.3499,1.2651,1.0186,22.7848,426.7847,328.7671,285.5743,93.9335,1080.2348,986.3014,0.8484,-0.5237,10980.0051,11953.0333,5274.7253,2771.0372,21698.6301,18927.5930,0.0985,-0.6029,44.4966,45.0340
common_voice_en_32814443.mp3,1.7400,20.8947,17.1165,14.4377,7.2069,91.2880,84.0811,2.9034,9.6165,15.9606,524.0120,500.9785,210.4950,93.9335,1189.8239,1095.8904,0.2611,-0.0102,6971.5905,5933.4638,4361.0070,1283.7573,14465.7534,13181.9961,0.2803,-1.2968,15.5324,14.2705
common_voice_en_88167.mp3,1.4200,16.6108,14.0443,9.1110,7.3030,60.8587,53.5556,2.2496,5.5537,8.1696,623.4668,610.5675,234.8432,140.9002,1174.1683,1033.2681,0.3358,-0.0729,12134.9467,12681.0176,6608.9169,3052.8376,21698.6301,18645.7926,0.0178,-1.5225,23.6206,21.4936
common_voice_en_34948165.mp3,2.7500,22.6514,18.2576,13.8320,7.2069,91.2880,84.0811,1.8301,4.6449,10.9711,506.1021,469.6673,257.1444,93.9335,1189.8239,1095.8904,0.7098,-0.1325,7608.3829,7608.6106,3486.8027,1816.0470,14465.7534,12649.7065,0.4758,-0.4672,21.2915,19.0175
common_voice_en_36960293.mp3,2.1500,22.9230,19.5617,11.4669,9.7809,91.2880,81.5072,2.3606,7.7349,9.0201,441.1232,438.3562,157.5187,93.9335,876.7123,782.7789,0.1898,-0.4717,9188.8773,9800.3914,4383.7507,2003.9139,14465.7534,12461.8395,-0.2633,-1.4092,23.3939,13.5582
common_voice_en_13529.mp3,0.3300,39.2307,30.4293,22.0938,14.0443,91.2880,77.2437,1.4315,0.9820,21.8961,277.5307,281.8004,124.1889,93.9335,610.5675,516.6341,0.6785,0.4206,6489.9484,4555.7730,2984.9041,3522.5049,12962.8180,9440.3131,0.6729,-0.7748,31.2785,25.7560
common_voice_en_151913.mp3,0.2800,16.4803,14.0443,8.0376,7.3030,36.5152,29.2122,0.9962,0.3180,7.7930,644.1152,610.5675,281.7605,234.8337,1174.1683,939.3346,0.3838,-1.0306,11332.4015,10637.9648,6932.6103,2113.5029,21557.7299,19444.2270,-0.0310,-1.5644,23.3299,20.2718
common_voice_en_32836981.mp3,3.9300,20.0115,18.2576,9.5383,7.2069,91.2880,84.0811,2.6019,11.0664,9.1036,503.6077,469.6673,198.6343,93.9335,1189.8239,1095.8904,1.0988,1.6269,7282.1938,8829.7456,3308.2220,1784.7358,14465.7534,12681.0176,0.0163,-1.1531,16.5190,11.3127
common_voice_en_20285206.mp3,1.7500,22.4306,18.2576,12.7553,7.3030,91.2880,83.9850,2.7022,9.6417,15.0805,467.5203,469.6673,194.8374,93.9335,1174.1683,1080.2348,1.0885,2.5212,11173.2513,8547.9452,6540.7666,2066.5362,21698.6301,19632.0939,0.3916,-1.3964,29.0166,22.2483
common_voice_en_34085.mp3,0.9400,34.7952,30.4293,19.6192,14.0443,91.2880,77.2437,1.5015,1.8824,20.6321,315.7763,281.8004,144.2585,93.9335,610.5675,516.6341,0.4332,-0.8351,10756.3809,9205.4795,4070.3910,3005.8708,21698.6301,18692.7593,0.9982,1.1934,43.4684,31.6119
common_voice_en_35064083.mp3,1.6600,22.5236,18.2576,13.7010,7.2069,91.2880,84.0811,2.2883,6.2299,12.6775,490.6043,469.6673,239.4322,93.9335,1189.8239,1095.8904,1.1343,1.2105,6154.5281,5119.3738,3586.5662,2035.2250,14465.7534,12430.5284,1.0234,-0.1287,15.4496,14.6065
common_voice_en_58259.mp3,0.4100,25.7016,22.8220,15.4544,7.6073,60.8587,53.2513,0.9693,0.1009,13.2214,474.2494,375.7339,277.3366,140.9002,1127.2016,986.3014,0.7882,-0.4290,12203.3316,9534.2466,5925.8388,3804.3053,21698.6301,17894.3249,0.4160,-1.3253,33.9815,19.8881
common_voice_en_32914701.mp3,1.1100,19.8147,17.1165,12.4824,7.2069,91.2880,84.0811,3.0630,11.8257,9.1107,536.2388,500.9785,211.4087,93.9335,1189.8239,1095.8904,0.4777,0.6180,7466.1589,5792.5636,4461.0355,1941.2916,14465.7534,12524.4618,0.3479,-1.5445,19.5210,22.9502
common_voice_en_36510139.mp3,1.9800,28.0556,24.8967,13.2216,7.6073,91.2880,83.6807,1.4621,3.0215,11.0814,370.9897,344.4227,167.1329,93.9335,1127.2016,1033.2681,1.3299,3.2002,5929.9848,3898.2387,3549.4549,1690.8023,14465.7534,12774.9511,0.8289,-0.4870,19.3081,16.7425
common_voice_en_32260120.mp3,1.8300,21.8952,18.2576,10.7260,7.2069,68.4660,61.2591,1.2494,2.5634,8.6048,485.9217,469.6673,216.4811,125.2446,1189.8239,1064.5793,0.4671,-0.7332,5337.7819,3945.2055,3064.0935,1659.4912,14465.7534,12806.2622,1.7661,2.0618,13.6775,11.6831
common_voice_en_26116.mp3,0.2200,17.8499,11.4558,15.2673,7.3030,60.8587,53.5556,2.0403,2.9063,19.8547,698.0964,751.4677,301.1654,140.9002,1174.1683,1033.2681,-0.3360,-0.7576,10006.0487,8806.2622,5521.5831,3475.5382,21604.6967,18129.1585,0.7746,-0.3593,25.0252,34.1056
common_voice_en_31094541.mp3,2.7700,30.5655,27.3864,15.7562,7.2069,91.2880,84.0811,1.5274,3.2549,15.3373,356.5176,313.1115,187.0709,93.9335,1189.8239,1095.8904,1.6545,3.9524,6317.1667,6105.6751,2379.5223,2567.5147,14371.8200,11804.3053,0.3073,-0.6665,23.0373,15.9222
common_voice_en_35282697.mp3,2.8900,23.7340,18.2576,16.0066,7.4017,91.2880,83.8863,2.0625,5.2432,15.0996,498.5949,469.6673,257.8850,93.9335,1158.5127,1064.5793,0.6368,-0.2963,5874.9044,5792.5636,3396.3600,1315.0685,14465.7534,13150.6849,0.9299,-0.0000,14.8064,13.9025
common_voice_en_32248894.mp3,1.1500,26.4440,22.8220,12.2830,7.2069,91.2880,84.0811,1.8953,6.4160,14.1414,393.9760,375.7339,196.9925,93.9335,1189.8239,1095.8904,2.0457,5.2839,5278.7884,3882.5832,3394.7462,1722.1135,14434.4423,12712.3288,1.4663,1.2521,16.7226,14.6022
common_voice_en_31920663.mp3,1.7200,26.4563,22.8220,14.6535,7.2069,91.2880,84.0811,1.8400,4.3140,12.7679,414.8728,375.7339,211.5053,93.9335,1189.8239,1095.8904,1.3507,1.9728,7399.0807,6340.5088,3958.0983,2191.7808,14465.7534,12273.9726,0.4803,-1.1410,24.5571,22.5139
common_voice_en_32913807.mp3,1.5500,22.6429,19.5617,14.5687,7.4017,91.2880,83.8863,1.9428,4.4270,15.0153,511.0788,438.3562,256.1308,93.9335,1158.5127,1064.5793,0.5749,-0.5452,7625.9832,7013.6986,4543.8504,1784.7358,14465.7534,12681.0176,0.1904,-1.5675,19.9145,18.9276
common_voice_en_26125.mp3,0.2700,20.3881,11.4110,20.0944,7.9381,91.2880,83.3499,2.2134,4.1021,21.0343,669.7108,751.4677,302.6545,93.9335,1080.2348,986.3014,-0.5259,-0.9965,11498.1518,11647.7495,5714.7795,3334.6380,21698.6301,18363.9922,0.1856,-0.9168,23.6214,24.9530
common_voice_en_32887112.mp3,2.9700,22.0327,18.2576,15.2479,7.6073,91.2880,83.6807,2.0857,4.8656,15.1789,534.6090,469.6673,264.5283,93.9335,1127.2016,1033.2681,0.4728,-0.6475,7232.5604,6011.7417,4241.6361,1847.3581,14465.7534,12618.3953,0.5073,-1.1958,18.9790,20.3995
common_voice_en_42084.mp3,1.5100,19.6423,15.2147,15.6240,8.2989,91.2880,82.9891,2.7859,8.1321,15.4889,586.6176,563.6008,238.0077,93.9335,1033.2681,939.3346,-0.0931,-0.5752,14373.9972,16861.0568,5526.4169,2958.9041,21698.6301,18739.7260,-0.0812,-1.4005,32.0718,27.7651
common_voice_en_33967570.mp3,3.1900,23.9768,22.8220,12.6748,7.2069,91.2880,84.0811,1.9901,6.0571,11.4566,453.2756,375.7339,236.2677,93.9335,1189.8239,1095.8904,1.4203,1.5717,5419.3818,3131.1155,3638.7285,1753.4247,14465.7534,12712.3288,1.2549,0.4427,14.8344,13.7496
common_voice_en_38376760.mp3,2.2000,21.4767,17.1165,14.1964,7.2069,91.2880,84.0811,2.6563,9.3606,12.5397,525.7428,500.9785,249.5480,93.9335,1189.8239,1095.8904,0.6562,-0.0754,4665.0774,4258.3170,2316.8062,1534.2466,14371.8200,12837.5734,2.3571,5.4985,11.9114,12.1677
common_voice_en_18875.mp3,0.6100,11.0225,9.6093,5.2629,7.3030,36.5152,29.2122,2.6975,8.5637,7.1618,885.4384,892.3679,253.1145,234.8337,1174.1683,939.3346,-0.6553,-0.4975,9396.4262,6387.4755,5979.3762,3240.7045,21698.6301,18457.9256,1.2515,-0.1540,12.4569,10.1331
common_voice_en_38565375.mp3,1.2300,29.1978,24.8967,13.8141,8.2989,68.4660,60.1671,0.9296,0.3418,12.9633,363.0057,344.4227,167.3506,125.2446,1033.2681,908.0235,0.9323,1.1059,7845.0989,6450.0978,3746.4619,2317.0254,14465.7534,12148.7280,0.5784,-1.0434,28.1213,21.6989
common_voice_en_101088.mp3,1.2200,23.3970,18.2576,17.6461,7.3030,91.2880,83.9850,2.0972,5.0247,18.9911,540.1174,469.6673,292.6437,93.9335,1174.1683,1080.2348,0.3736,-1.1199,11702.0307,9275.9295,6444.5645,2207.4364,21698.6301,19491.1937,0.3006,-1.4325,31.2864,35.2911
common_voice_en_1117.mp3,0.9800,28.4193,22.8220,16.1479,7.3030,91.2880,83.9850,1.9862,4.8916,17.3348,386.2774,375.7339,196.9372,93.9335,1174.1683,1080.2348,1.6253,3.9155,15365.3101,17142.8571,5681.9579,3193.7378,21698.6301,18504.8924,-0.7448,-0.6792,50.8476,36.0241
common_voice_en_36392621.mp3,2.6200,17.6287,15.2147,9.9294,7.2069,91.2880,84.0811,3.0865,14.5380,11.4340,585.9488,563.6008,219.8559,93.9335,1189.8239,1095.8904,0.3414,-0.0598,7639.9217,7029.3542,4699.2220,1659.4912,14465.7534,12806.2622,0.2238,-1.6078,16.1413,16.7983
common_voice_en_38739548.mp3,1.8500,25.1988,21.0665,12.8834,7.4017,91.2880,83.8863,1.9784,4.9386,12.8156,410.9377,407.0450,167.9409,93.9335,1158.5127,1064.5793,0.9259,2.0843,5241.6565,5510.7632,1470.7987,2035.2250,14277.8865,12242.6614,0.8521,8.4791,15.8882,11.2422
common_voice_en_38376866.mp3,3.5900,18.7887,15.2147,12.2806,7.4017,91.2880,83.8863,3.0386,12.9109,11.1338,579.4744,563.6008,236.0862,93.9335,1158.5127,1064.5793,0.1167,-0.7538,5532.3060,4383.5616,3428.3975,1502.9354,14465.7534,12962.8180,1.3808,0.7258,12.8781,14.6173
common_voice_en_13357.mp3,0.3400,17.5738,11.4110,16.0853,7.3030,91.2880,83.9850,2.9906,10.4291,17.4262,739.0353,751.4677,360.8138,93.9335,1174.1683,1080.2348,-0.1447,-1.4920,8463.6814,5119.3738,5794.9028,2254.4031,21604.6967,19350.2935,1.3075,0.2242,17.2499,16.2058
